country,site_area,sitename,locname,localt,locheight,recs,post_0,ante_0,fs_provenance,fs_destination,fs_amph,fs_ma,fs_col,fs_blck,fs_sarc
"Greece,Aegean,Dhia,""Dhia A"",,,1,1,100,""Rhodes, Cos"",Italy?,1,,,,"
"Greece,Aegean,Dhia,""Dhia B"",,,1,900,1000,,,,,,,"
"Greece,Aegean,Dhia,""Dhia C"",,,1,1100,1200,,,,,,,"
Greece,Aegean,Dhrapi,Dhrapi,,,1,-250,-50,Rhodes,,1,,,,
"Greece,Aegean,""Foinikas port"",""Foinikas port"",,,1,,,Aegean,,1,,,,"
Greece,Aegean,Glaronissi,Glaronissi,,,1,-150,400,,,1,,,,
Greece,Aegean,Idhra,Idhra,,,1,-300,-1,Aegean,,1,,,,
"Greece,Aegean,Kalymnos,""Kalymnos 1"",,,1,-325,400,Aegean,,,,,,"
"Greece,Aegean,Kalymnos,""Kalymnos 2"",,,1,-325,400,Aegean,,,,,,"
"Greece,Aegean,Komi,""Komi A"",,,1,-425,-375,,,,,,,"
"Greece,Aegean,Komi,""Komi B"",-4.0,2,1,-150,400,Aegean,,1,,,,"
Greece,Aegean,Kythera,Kythera,,,1,-50,110,Rhodes,Rome?,1,,,,
"Greece,Aegean,Kythnos,""Kythnos I"",-495.0,0,1,-350,-300,Aegean,,1,,,,"
"Greece,Aegean,Lindos,""Lindons C"",,,1,,,,,,,,,"
"Greece,Aegean,Lindos,""Lindos A"",,,1,-50,100,Rhodes,,17,,,,"
"Greece,Aegean,Lindos,""Lindos B"",,,1,-600,-500,,,,,,,"
"Greece,Aegean,Makronisi,""Makronisi (?)"",,,1,1,200,Aegean,,1,,,,"
Greece,Aegean,Maltezana,Maltezana,,,1,-150,400,Aegean,,,,,,
"Greece,Aegean,""Marathon Bay"",Marathon,,,1,-400,-1,Athens,,,,,,"
"Greece,Aegean,""Moudros Bay"",""Moudros Bay (?)"",,,1,-325,-25,Aegean,,1,,,,"
"Greece,Aegean,Mytilene,""Mytilene (?)"",,,1,-150,400,Aegean,,,,,,"
"Greece,Aegean,Navplion,""Navplion A"",,,1,-500,-300,,,,,,,"
"Greece,Aegean,Navplion,""Navplion B"",,,1,1200,1500,,,,,,,"
"Greece,Aegean,Neapolis,""Neapolis (?)"",,,1,100,200,Aegean,Rome?,1,,,,"
"Greece,Aegean,Paloi,""Paloi (?)"",,,1,,,Aegean,,,,,,"
"Greece,Aegean,Paros,""Paros A"",,,1,1,100,Cos,,1,,,,"
"Greece,Aegean,Paros,""Paros B"",,,1,-50,150,Adriatic,,1,,,,"
Greece,Aegean,Piadha,Piadha,-35.0,5,1,-500,-1,Aegean,,,,,,
"Greece,Aegean,Piraeus,""Piraeus A"",,,1,100,200,Aegean?,,,,,,"
"Greece,Aegean,Piraeus,""Piraeus B"",,,1,,,,,,,,,"
Greece,Aegean,Polyaigos,Polyaigos,0.0,0,1,-420,-350,,,1,,,,
"Greece,Aegean,Polyaigos,""Polyaigos (marble)"",0.0,0,1,1,350,,,,1,1,,"
"Greece,Aegean,Psathonisi,""Psathonisi (?)"",,,1,,,Aegean,,1,,,,"
"Greece,Aegean,Pserimos,""Pserimos (?)"",,,1,-325,-25,Aegean,,,,,,"
Greece,Aegean,Rhaphina,Rhaphina,,,1,-100,-1,Cos,,3,,,,
Greece,Aegean,Saliagos,Saliagos,-3.0,1,1,-150,400,Aegean,,,,,,
"Greece,Aegean,Samos,""Samos (?)"",,,1,-325,400,Aegean,,1,,,,"
Greece,Aegean,Seriphos,Seriphos,,,1,-250,-225,Corinth,,11,,,,
"Greece,Aegean,Siphnos,""Siphnos (?)"",,,1,-200,-100,Aegean,,1,,,,"
"Greece,Aegean,""Stenos Desfinas"",""Stenos Desfinas (?)"",,,1,-150,400,Aegean,,1,,,,"
"Greece,Aegean,""Syrna Island"",""Syrna Island (?)"",,,1,100,200,Aegean,,1,,,,"
"Greece,Aegean,""Thasos (harbour)"",""Thasos A"",,,1,400,600,,,,,,,"
"Greece,Aegean,""Thasos (harbour)"",""Thasos B"",,,1,-100,-1,Adriatic,Aegean?,1,,,,"
"Greece,Aegean,""Vasiliko Bay Byzantine wrecks"",""Vasiliko Bay Byzantine wrecks"",-60.0,0,1,900,1100,,,201,,,,"
"Greece,""Central Mediterranean"",Areopolis,Areopolis,,,1,-100,-1,Adriatic,Aegean,1,,,,"
"Greece,""Central Mediterranean"",""Ayia Galini"",""Ayia Galini"",,,1,276,290,Aegean,Rome?,,,,,"
"Greece,""Central Mediterranean"",""Cape Akritas"",""Cape Akritas"",,,1,,,,,1,,,,"
"Greece,""Central Mediterranean"",Limeni,Limeni,,,1,-100,-75,,,1,,,,"
"Greece,""Central Mediterranean"",Lixouri,Lixouri,-4.0,0,1,-150,400,Aegean,Italy?,,1,,,"
"Greece,""Central Mediterranean"",Matala,Matala,,,1,-50,110,Crete?,,1,,,,"
"Greece,""Central Mediterranean"",Methone,""Methone A"",,,1,-425,-25,Aegean?,Italy?,1,,,,"
"Greece,""Central Mediterranean"",Methone,""Methone B"",,,1,1000,1500,,,,,,,"
"Greece,""Central Mediterranean"",Methone,""Methone C"",,,1,200,250,Aegean,Italy?,11,1,1,,"
"Greece,""Central Mediterranean"",Methone,""Methone D"",,,1,100,300,Assos,Italy?,,1,,,"
"Greece,""Central Mediterranean"",Palairos,""Palairos (?)"",,,1,1,350,Carystos,Italy?,,1,,,"
"Greece,""Central Mediterranean"",""Plytra - Xyli Bay"",""Plytra - Xyli Bay"",-23.0,8,1,-150,400,,,,,,,"
"Greece,""Central Mediterranean"",Preveza,""Preveza A"",,,1,-200,-150,Italy,,1,,,,"
"Greece,""Central Mediterranean"",Preveza,""Preveza B"",,,1,-300,-250,Corinth,Italy?,1,,,,"
"Greece,""Central Mediterranean"",Sapientza,Sapientza,,,1,-150,400,Aegean,Italy?,1,1,,1,"
"Greece,,""Agios Andreas"",""Agios Andreas"",0.0,0,1,400,550,,,1,,,,"
"Greece,,""Agios Petros Bay (Lakonia)"",""Agios Petros Bay(?)"",-32.0,17,1,1,125,Aegean,Rome?,1,,,,"
Greece,,Antidragonera,Antidragonera,-9.0,0,1,-350,-300,,,,,,,
"Greece,,""Ayios Stephanos"",""Ayios Stephanos"",,,1,525,675,,,1000,,,,"
"Greece,,Dhokos,Dhokos,-32.0,17,1,-2210,-2190,""Attica? Euboea?"",""Argolic Gulf"",,,,,"
"Greece,,Korakia,""Korakia (Porto heli)"",0.0,0,1,500,700,,,1,,,,"
"Greece,,""Megalo Stironisi"",""Megalo Stironisi"",0.0,0,1,,,,,,,,,"
Greece,,Metochi,Metochi,0.0,0,1,500,700,,,1,,,,
"Greece,,""Monemvasia - Kremmydi"",""Monemvasia - Kremmydi"",-7.0,3,1,1,350,,,1,,,,"
Greece,,Petousi,Petousi,0.0,0,1,100,250,,,1,,,,
"Greece,,""Point Iria"",""Point Iria"",-27.0,15,1,-1250,-1200,""Southern Cyprus"",,1,,,,"
"Greece,,Portolafia,""Portolafia 1"",0.0,0,1,100,250,,,1,,,,"
"Greece,,Portolafia,""Portolafia 2"",0.0,0,1,1100,1200,,,1,,,,"
"Greece,,""Prophete Elie"",""Prophete Elie"",-9.0,3,1,100,200,,,1,,,,"
"Greece,,Pseira,Pseira,-40.0,0,1,-1800,-1675,""Eastern Crete"",Crete,101,,,,"
"Greece,,""Tilegrafo Bay"",""Tilegrafo Bay"",0.0,0,1,375,400,,,1,,,,"
Greece,,Trikeri,Trikeri,0.0,0,1,500,700,,,1,,,,
"Greece,,Vlychos,""Vlychos (Hydra)"",0.0,0,1,500,700,,,1,,,,"
Hungary,,Szazhalombatta,Szazhalombatta,,,1,1,200,,,,,,,
"India,""Indian Ocean"",""Bet Dwarka"",""Bet Dwarka"",,,1,-100,200,Italy,India,1,,,,"
"International Waters,""West Mediterranean Sea"",""Deep Tow Site"",""Deep Tow Site"",,,1,-300,-200,Aegean,""North Africa?"",3,,,,"
"International Waters,""West Mediterranean Sea"",Isis,Isis,-800.0,0,1,375,425,Carthage,Rome,10,,,,"
"International Waters,""West Mediterranean Sea"",Mediterranean,Mediterranean,,,1,308,308,,,,,,,"
"International Waters,""West Mediterranean Sea"",""Skerki Bank Keith Reef"",""Skerki Bank Keith Reef 1"",-60.0,10,1,-50,-25,,,0,,,,"
"International Waters,""West Mediterranean Sea"",""Skerki Bank Keith Reef"",""Skerki Bank Keith Reef 2"",-60.0,10,1,150,175,,,,,,,"
"International Waters,""West Mediterranean Sea"",""Skerki Bank Keith Reef"",""Skerki Bank Keith Reef 3"",-60.0,10,1,400,450,,,24,,,,"
"International Waters,""West Mediterranean Sea"",""Skerki Bank Keith Reef"",""Skerki Bank Keith Reef 4"",-20.0,10,1,-400,400,,,,,,,"
"International Waters,""West Mediterranean Sea"",""Skerki Bank Keith Reef"",""Skerki Bank Keith Reef 5"",-10.0,0,1,-200,400,,,,,,,"
"International Waters,""West Mediterranean Sea"",Unknown,""No name"",,,1,-225,-175,Pamphylia,Alexandria,1,,,,"
"Israel,""East Mediterranean"",Akko,""'Akko West"",-4.0,1,1,100,300,,,1,,,,"
"Israel,""East Mediterranean"",Akko,""Akko A"",,,1,-325,-25,,,,,,,"
"Israel,""East Mediterranean"",Akko,""Akko B"",,,1,-200,-1,,,,,,,"
"Israel,""East Mediterranean"",Ashkelon,""Ashkelon A"",,,1,,,,,,,,,"
"Israel,""East Mediterranean"",Ashkelon,""Ashkelon B"",0.0,0,1,400,1450,,,,1,1,,"
"Israel,""East Mediterranean"",Ashkelon,""Ashkelon Hellenistic/Roman"",-4.0,1,1,-200,-1,,,,,,,"
"Israel,""East Mediterranean"",Ashkelon,""Ashkelon North Byzantine"",0.0,0,1,400,1450,,,,,,,"
"Israel,""East Mediterranean"",Ashkelon,""Ashkelon North Late Roman"",0.0,0,1,300,500,,,,,,,"
"Israel,""East Mediterranean"",Ashkelon,""Ashkelon North Roman"",-4.0,1,1,1,200,,,,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit A"",,,1,-700,-600,,,,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit B"",,,1,1250,1300,,,,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit C"",,,1,1400,1500,,,,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit D"",0.0,0,1,1000,1450,,,1,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit E"",0.0,0,1,1000,1450,,,,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit North Bay I"",0.0,0,1,-400,-250,,,,,,,"
"Israel,""East Mediterranean"",Atlit,""Atlit North Bay II"",0.0,0,1,400,1450,,,,,,,"
"Israel,""East Mediterranean"",""Caesarea Maritima"",""Caesarea Maritima"",,,1,84,96,,""Caesarea Maritima"",,,,,"
"Israel,""East Mediterranean"",Carmel,""Carmel Beach A"",0.0,0,1,380,390,,,1,,,,"
"Israel,""East Mediterranean"",Carmel,""Carmel Beach B"",0.0,0,1,300,400,,,,,,,"
"Israel,""East Mediterranean"",Carmel,""Carmel Coast"",0.0,0,1,500,550,,,,,,,"
"Israel,""East Mediterranean"",Dor,Dor,,,1,600,700,,,,,,,"
"Israel,""East Mediterranean"",Dor,""Dor 2001/1"",-3.0,2,1,480,530,,,1,,,,"
"Israel,""East Mediterranean"",Dor,""Dor A"",0.0,0,1,600,640,,,,,,,"
"Israel,""East Mediterranean"",Dor,""Dor D"",-2.0,0,1,550,600,Cyprus,Palestine,1,,,,"
"Israel,""East Mediterranean"",Dor,""Dor E"",0.0,0,1,500,700,,,,,,,"
"Israel,""East Mediterranean"",Dor,""Dor F"",0.0,0,1,600,640,,,,,,,"
"Israel,""East Mediterranean"",Dor,""Dor G"",-3.0,1,1,600,640,,,1,,,,"
"Israel,""East Mediterranean"",Dor,""Dor M"",0.0,0,1,500,600,,,,,,,"
"Israel,""East Mediterranean"",Dor,""Dor O"",0.0,0,1,553,645,,,,,,,"
"Israel,""East Mediterranean"",Dor,""Dor south-east"",-4.0,2,1,659,700,,,,,,,"
"Israel,""East Mediterranean"",Elissa,Elissa,-400.0,140,1,-800,-700,Phoenicia,Egypt?,101,,,,"
"Israel,""East Mediterranean"",Ginosar,Ginosar,,,1,25,67,,,,,,,"
"Israel,""East Mediterranean"",Ginosar,""Ginosar B"",0.0,0,1,1000,1450,,,,,,,"
"Israel,""East Mediterranean"",""Givat Olgar"",""Givat Olgar"",0.0,0,1,500,700,,,1,,,,"
"Israel,""East Mediterranean"",Hahotrim,""Hahotrim A"",,,1,-1300,-1100,,,,,,,"
"Israel,""East Mediterranean"",Hahotrim,""Hahotrim B"",,,1,200,300,,,,,,,"
"Israel,""East Mediterranean"",Hahotrim,""Hahotrim C"",0.0,0,1,400,1450,,,,1,1,1,"
"Israel,""East Mediterranean"",Haifa,""Haifa (?)"",,,1,-150,-140,Egypt,,,,,,"
"Israel,""East Mediterranean"",""Herzliya Beach"",""Herzliya Beach"",-4.0,0,1,1,400,""Northern Levant"",""Israel, Egypt?"",1,,,,"
"Israel,""East Mediterranean"",""Hof Hacarmel"",""Hof Hacarmel  A"",-4.0,2,1,160,170,,,2,,,,"
"Israel,""East Mediterranean"",""Hof Hacarmel"",""Hof Hacarmel B"",,,1,400,425,,,,,,,"
"Israel,""East Mediterranean"",Israel,Israel,,,1,500,600,,,,,,,"
"Israel,""East Mediterranean"",""Ma'agan Mikha'el"",""Ma'agan Mikha'el"",-2.0,1,1,-430,-390,,,,,,,"
"Israel,""East Mediterranean"",Megadim,""Megadim A"",,,1,-140,-130,Aegean,Levant,,,,,"
"Israel,""East Mediterranean"",Megadim,""Megadim B"",,,1,1404,1412,,,,,,,"
"Israel,""East Mediterranean"",""Nahal Oren"",""Nahal Oren"",0.0,0,1,-400,-250,,,,,,,"
"Israel,""East Mediterranean"",""Newe Yam"",""Newe Yam A"",,,1,-400,-350,,,,,,,"
"Israel,""East Mediterranean"",""Newe Yam"",""Newe Yam B"",,,1,200,650,,,,,,,"
"Israel,""East Mediterranean"",""Newe Yam"",""Newe Yam C"",,,1,-2500,-1800,,,,,,,"
"Israel,""East Mediterranean"",""Newe Yam"",""Newe Yam Hellenistic"",0.0,0,1,-325,-50,,,,,,,"
"Israel,""East Mediterranean"",""Newe Yam"",""Newe Yam Late Bronze Age"",0.0,0,1,-1200,-900,,,,,,,"
"Israel,""East Mediterranean"",""Newe Yam"",""Newe Yam Roman"",0.0,0,1,-150,400,,,,,,,"
"Israel,""East Mediterranean"",""Sdot Yam"",""Sdot Yam C"",0.0,0,1,400,600,,,1,,,,"
"Israel,""East Mediterranean"",""Sdot Yam"",""Sdot Yam D"",0.0,0,1,300,350,,,1,,,,"
"Israel,""East Mediterranean"",""Sdot Yam"",""Sdot Yam E"",0.0,0,1,400,1450,,,,1,1,,"
"Israel,""East Mediterranean"",""Straton?s Tower"",""Straton?s Tower"",-3.0,1,1,25,75,Italy,Caesarea,1,,,,"
"Israel,""East Mediterranean"",Tanit,Tanit,-400.0,140,1,-800,-700,Phoenicia,Egypt?,101,,,,"
"Israel,""East Mediterranean"",Tantura,""Tantura A/Dor J"",-3.0,2,1,415,530,,,1,1,1,,"
"Israel,""East Mediterranean"",Tantura,""Tantura B/Dor N"",-3.0,2,1,800,850,""Egypt/ Cyprus?"",,,,,,"
"Israel,""East Mediterranean"",Tantura,""Tantura C"",0.0,0,1,325,500,,,1,,,,"
"Israel,""East Mediterranean"",Tantura,""Tantura E ? Trench IX"",0.0,0,1,553,645,,,1,,,,"
"Israel,""East Mediterranean"",Tantura,""Tantura F"",-1.0,1,1,700,750,,,1,,,,"
"Israel,""East Mediterranean"",Tantura,""Tantura Trench VIII"",0.0,0,1,680,850,,,,,,,"
"Israel,""East Mediterranean"",""Tel Ashqelon"",""Tel Ashqelon"",-5.0,3,1,1000,1300,,,,,,,"
"Israel,""East Mediterranean"",""Tel Ashqelon"",""Tel Ashqelon Byzantine"",-5.0,3,1,,,,,,,,,"
"Israel,""East Mediterranean"",""Tell Hreiz"",""Tell Hreiz 1"",0.0,0,1,,,,,,,,,"
"Israel,""East Mediterranean"",""Tell Hreiz"",""Tell Hreiz II"",0.0,0,1,400,1450,,,,,,,"
Italy,Adriatic,Ancona,Ancona,,,1,-150,-25,,,1,,,,
"Italy,Adriatic,Ancona,""Ancona 1"",-70.0,10,1,-200,-50,Aegean,,1,,,,"
"Italy,Adriatic,Ancona,""Ancona 2"",-70.0,10,1,-200,-175,,,1,,,,"
"Italy,Adriatic,Ancona,""Ancona 3"",-70.0,10,1,-300,-100,,,2,,,,"
Italy,Adriatic,Bari,Bari,,,1,,,,,,,,,
Italy,Adriatic,Brindisi,Brindisi,,,1,1100,1200,,,,,,,
Italy,Adriatic,Caorle,Caorle,-30.0,5,1,-125,-75,,,1,,,,
"Italy,Adriatic,""Classe (Ravenna)"",Ravenna,-8.0,8,1,400,500,,,,,,,"
"Italy,Adriatic,Grado,""Grado (2000)"",0.0,0,1,-300,-200,,,1,,,,"
"Italy,Adriatic,Grado,""Grado (Julia Felix)"",-15.0,0,1,117,150,""North Africa ?"",""Aquileia ?"",391,,,,"
Italy,Adriatic,Ostuni,Ostuni,,,1,1100,1300,,,,,,,
"Italy,""Tyrrhenian Sea"",Agropoli,Agropoli,,,1,-150,400,Aegean?,Rome,,1,,,"
"Italy,""Tyrrhenian Sea"",Albenga,Albenga,-42.0,2,1,-100,-80,,,1201,,,,"
"Italy,""Tyrrhenian Sea"",Albenga,""Albenga II"",-50.0,0,1,-100,-1,,,3001,,,,"
"Italy,""Tyrrhenian Sea"",Anzio,Anzio,,,1,,,,,,,,,"
"Italy,""Tyrrhenian Sea"",Bacoli,""Bacoli A"",,,1,-50,100,,,,,,,"
"Italy,""Tyrrhenian Sea"",Bacoli,""Bacoli B"",,,1,100,200,,,,,,,"
"Italy,""Tyrrhenian Sea"",Bacoli,""Bacoli C"",,,1,-500,-300,,,,,,,"
"Italy,""Tyrrhenian Sea"",Bacoli,""Marina Grande di Bacoli"",0.0,0,1,-50,100,,,4,,,,"
"Italy,""Tyrrhenian Sea"",""Baia di Salinedda"",""Baia di Salinedda"",,,1,200,300,Aegean/Africa,France/Spain?,1,,,,"
"Italy,""Tyrrhenian Sea"",""Baia di Salinedda"",""Baia di Salinedda (San Teodoro)"",0.0,0,1,200,400,,,1,,,,"
"Italy,""Tyrrhenian Sea"",Barbarossa,Barbarossa,,,1,-250,-150,""Southern Italy?"",,1,,,,"
"Italy,""Tyrrhenian Sea"",Cagliari,""Cagliari A"",,,1,1,300,,,,,,,"
"Italy,""Tyrrhenian Sea"",Cagliari,""Cagliari B"",,,1,200,375,,,,,,,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia A"",,,1,-100,100,,,,,,,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia B"",,,1,-150,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia C"",,,1,,,,,,,,,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia D"",,,1,1,400,Luna?,Rome?,,1,,1,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia E"",,,1,1000,1500,,,,,,,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia Etruscan 2004"",-35.0,10,1,-600,-300,Spain,Rome,1,,,,"
"Italy,""Tyrrhenian Sea"",Capraia,""Capraia Roman 2004"",-35.0,10,1,-300,400,,,1,,,,"
"Italy,""Tyrrhenian Sea"",Cefalu,Cefalu,,,1,400,600,,,,,,,"
"Italy,""Tyrrhenian Sea"",Circeo,""Circeo A"",,,1,-550,-500,,,,,,,"
"Italy,""Tyrrhenian Sea"",Circeo,""Circeo B"",,,1,-250,-150,,,,,,,"
"Italy,""Tyrrhenian Sea"",Circeo,""Circeo C"",,,1,-150,-1,,,,,,,"
"Italy,""Tyrrhenian Sea"",Circeo,""Circeo D"",,,1,-25,25,,,,,,,"
"Italy,""Tyrrhenian Sea"",Circeo,""Circeo E"",,,1,200,325,,,,,,,"
"Italy,""Tyrrhenian Sea"",Civitavecchia,Civitavecchia,,,1,50,150,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Coscia di Donna"",""Coscia di Donna"",-15.0,3,1,75,100,Luna?,France/Spain?,,1,,1,"
"Italy,""Tyrrhenian Sea"",Elba,Elba,-200.0,0,1,25,75,Baetica,Rome,1,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino 1 (Natante 2)"",0.0,0,1,300,500,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino A"",,,1,125,175,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino B"",,,1,300,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino C"",,,1,300,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino D"",,,1,200,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino E"",,,1,101,300,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino F"",,,1,300,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino G"",,,1,200,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino H"",,,1,101,300,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino J"",,,1,101,300,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino K"",,,1,42,66,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino L"",,,1,42,66,,,,,,,"
"Italy,""Tyrrhenian Sea"",Fiumicino,""Fiumicino M"",,,1,42,66,,,,,,,"
"Italy,""Tyrrhenian Sea"",Genoa,Genoa,,,1,-130,-110,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Golfo di Follonica"",""Golfo di Follonica"",0.0,0,1,-250,-25,,,1,,,,"
"Italy,""Tyrrhenian Sea"",""Golfo di Pozzuoli"",""Golfo di Pozzuoli"",0.0,0,1,200,500,,,1,,,,"
"Italy,""Tyrrhenian Sea"",""Golfo di Pozzuoli"",""Golfo di Pozzuoli (Le Crastole)"",0.0,0,1,1,300,,,3,,,,"
"Italy,""Tyrrhenian Sea"",Herculaneum,""Herculaneum I"",,,1,79,79,,,,,,,"
"Italy,""Tyrrhenian Sea"",Herculaneum,""Herculaneum II"",0.0,0,1,79,79,,,,,,,"
"Italy,""Tyrrhenian Sea"",Ischia,Ischia,0.0,0,1,-300,300,,,,,,,"
"Italy,""Tyrrhenian Sea"",""La Maddalena"",""La Maddalena"",,,1,200,300,Aegean?,France/Spain?,,1,,1,"
"Italy,""Tyrrhenian Sea"",Ladispoli,""Ladispoli A"",-12.0,0,1,1,15,,,1,,,,"
"Italy,""Tyrrhenian Sea"",Ladispoli,""Ladispoli B"",,,1,25,100,Luna?,Rome,,1,,,"
"Italy,""Tyrrhenian Sea"",""Le Formiche di Grosseto"",""Le Formiche di Grosseto A"",,,1,-150,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Le Formiche di Grosseto"",""Le Formiche di Grosseto B"",,,1,-150,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Le Formiche di Grosseto"",""Le Formiche di Grosseto C"",,,1,-150,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Le Grotticelle"",""Le Grotticelle"",-45.0,3,1,-75,-25,Aegean,Rome,1,,,,"
"Italy,""Tyrrhenian Sea"",Maratea,""Maratea A"",,,1,25,75,Aegean,Rome?,1,,,,"
"Italy,""Tyrrhenian Sea"",Maratea,""Maratea B"",,,1,25,260,,,,,,,"
"Italy,""Tyrrhenian Sea"",Maratea,""Maratea C"",,,1,200,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Meloria,""Meloria C"",-4.0,0,1,1,100,Luna?,Rome?,0,1,,1,"
"Italy,""Tyrrhenian Sea"",Napoli,Napoli,,,1,200,250,,,,,,,"
"Italy,""Tyrrhenian Sea"",Napoli,""Napoli A"",0.0,0,1,75,100,,,,,,,"
"Italy,""Tyrrhenian Sea"",Napoli,""Napoli B"",0.0,0,1,180,220,,,,,,,"
"Italy,""Tyrrhenian Sea"",Napoli,""Napoli C"",0.0,0,1,1,100,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia (statue)"",0.0,0,1,-150,400,,,1,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia A"",,,1,-200,-1,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia B"",,,1,-400,-100,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia Late Roman 1"",0.0,0,1,425,475,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia Late Roman 2"",0.0,0,1,400,500,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia Roman Imperial"",0.0,0,1,60,70,,,1,,,,"
"Italy,""Tyrrhenian Sea"",""Olbia (Sardinia)"",""Olbia medieval"",0.0,0,1,1000,1500,,,,,,,"
"Italy,""Tyrrhenian Sea"",Panarea,""Panarea (Alberti)"",,,1,50,100,Crete,Rome,1,,,,"
"Italy,""Tyrrhenian Sea"",Panarea,""Panarea (Roghi)"",,,1,-325,-300,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Pigne (Salerno)"",""Pigne (Salerno)"",0.0,0,1,1000,1500,,,2,1,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa A"",0.0,0,1,175,225,""Adriatic via Africa, Spain, France"",Pisa,2,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa B"",0.0,0,1,-12,15,,,1,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa C"",0.0,0,1,-50,-1,,,,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa D"",0.0,0,1,400,600,,,,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa E"",0.0,0,1,-30,-1,Tarraconensis,,1,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa F"",0.0,0,1,100,150,,,,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa G"",0.0,0,1,-150,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa H"",0.0,0,1,-150,400,,,,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa Hellenistic ship"",0.0,0,1,-200,-175,""Southern Spain via Marseilles"",Pisa,301,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa I"",0.0,0,1,300,400,,,1,,,,"
"Italy,""Tyrrhenian Sea"",Pisa,""Pisa P"",0.0,0,1,-30,30,,,,,,,"
"Italy,""Tyrrhenian Sea"",Ponza,""Isole di Ponza"",-100.0,0,1,1,300,,,1,,,,"
"Italy,""Tyrrhenian Sea"",Ponza,""Ponza A"",,,1,-300,-250,,,,,,,"
"Italy,""Tyrrhenian Sea"",Ponza,""Ponza B"",,,1,-175,-150,,,,,,,"
"Italy,""Tyrrhenian Sea"",Ponza,""Ponza C"",,,1,-100,-1,,,,,,,"
"Italy,""Tyrrhenian Sea"",Ponza,""Ponza Porto"",-7.0,1,1,1,200,,,,,,,"
"Italy,""Tyrrhenian Sea"",""Porto Ercole"",""Porto Ercole A"",,,1,-150,-100,""Greece? Italy?"",,1,,,,"
"Italy,""Tyrrhenian Sea"",""Porto Ercole"",""Porto Ercole B"",,,1,-150,-100,,,,,,,"
"Italy,""Tyrrhenian Sea"",Pozzino,Pozzino,,,1,-140,-120,Aegean,Rome?,1,,,,"
